# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Fri, 03 Apr 2026 03:00:58 +0200
#
# IP	number of (black)lists
#
43.164.0.104	5
43.164.1.11	5
43.164.77.109	5
43.164.135.81	5
43.164.195.69	5
43.165.3.187	5
43.165.7.75	5
43.165.185.71	5
43.165.197.76	5
43.166.242.149	5
43.167.197.189	5
43.167.212.236	5
43.224.126.107	5
43.226.40.202	5
43.227.185.238	5
43.242.203.160	5
43.242.247.141	5
43.243.142.42	5
43.245.143.215	5
43.247.250.115	5
43.248.184.71	5
43.251.16.253	5
43.252.231.122	5
43.255.118.11	5
45.10.175.17	5
45.15.224.178	5
45.15.227.120	5
45.17.39.120	5
45.33.12.214	5
45.33.14.197	5
45.33.109.8	5
45.39.230.153	5
45.40.57.41	5
45.43.55.121	5
45.55.91.50	5
45.56.79.53	5
45.61.52.18	5
45.61.187.30	5
45.64.74.51	5
45.65.233.134	5
45.67.221.93	5
45.78.194.242	5
45.78.198.158	5
45.78.198.204	5
45.78.198.206	5
45.78.198.228	5
45.78.202.217	5
45.78.204.246	5
45.78.204.254	5
45.78.207.244	5
45.78.230.231	5
45.78.237.21	5
45.79.5.11	5
45.79.8.221	5
45.79.115.59	5
45.79.115.134	5
45.79.128.205	5
45.79.181.104	5
45.79.181.223	5
45.79.181.251	5
45.79.207.71	5
45.79.207.129	5
45.79.207.181	5
45.79.211.97	5
45.82.78.100	5
45.82.78.108	5
45.84.107.33	5
45.93.30.244	5
45.116.78.92	5
45.116.79.184	5
45.117.179.232	5
45.119.85.237	5
45.120.120.69	5
45.121.147.48	5
45.123.110.70	5
45.129.185.7	5
45.133.246.162	5
45.134.9.27	5
45.137.172.116	5
45.142.154.12	5
45.142.154.18	5
45.142.154.33	5
45.142.154.35	5
45.142.154.42	5
45.142.154.103	5
45.142.154.104	5
45.142.154.105	5
45.144.212.27	5
45.144.212.136	5
45.144.233.56	5
45.144.233.139	5
45.148.10.240	5
45.148.10.247	5
45.153.34.213	5
45.156.23.25	5
45.156.128.56	5
45.156.128.106	5
45.156.128.108	5
45.156.128.179	5
45.156.129.57	5
45.156.129.70	5
45.156.129.77	5
45.156.129.117	5
45.156.129.165	5
45.156.129.198	5
45.162.8.14	5
45.164.39.253	5
45.169.128.70	5
45.172.153.100	5
45.175.37.29	5
45.178.227.0	5
45.192.184.50	5
45.194.37.246	5
45.194.70.248	5
45.194.70.251	5
45.194.70.252	5
45.195.9.192	5
45.195.221.26	5
45.196.236.141	5
45.205.1.20	5
45.225.135.32	5
45.249.244.231	5
45.249.246.120	5
45.249.247.86	5
46.8.68.17	5
46.26.43.117	5
46.29.238.171	5
46.37.71.112	5
46.101.114.131	5
46.101.188.231	5
46.151.182.2	5
46.188.119.26	5
46.225.22.167	5
46.253.45.10	5
47.74.51.79	5
47.206.63.169	5
47.247.99.155	5
47.250.80.158	5
47.250.81.7	5
47.250.170.89	5
47.251.93.227	5
48.214.144.79	5
48.214.144.135	5
49.49.231.154	5
49.64.85.138	5
49.64.86.110	5
49.64.169.153	5
49.64.242.249	5
49.72.212.22	5
49.75.185.71	5
49.204.74.149	5
49.205.149.127	5
49.207.40.162	5
49.229.102.187	5
49.231.192.36	5
50.35.168.148	5
50.99.170.152	5
50.148.155.106	5
50.217.40.11	5
50.225.176.238	5
51.15.148.186	5
51.68.65.117	5
51.75.247.232	5
51.77.199.82	5
51.107.85.44	5
51.158.205.203	5
51.159.18.215	5
51.159.29.84	5
51.178.114.78	5
51.195.138.37	5
52.165.80.115	5
52.165.82.26	5
52.165.89.103	5
52.165.90.3	5
52.186.182.60	5
52.188.185.85	5
52.231.220.210	5
54.38.52.18	5
54.147.248.14	5
54.166.10.236	5
54.197.72.69	5
54.227.40.18	5
57.129.54.69	5
57.129.74.123	5
57.134.214.95	5
58.17.128.7	5
58.20.201.4	5
58.42.8.7	5
58.49.26.202	5
58.58.126.246	5
58.69.56.44	5
58.98.197.137	5
58.186.20.143	5
58.208.84.103	5
58.209.82.184	5
58.209.234.84	5
58.210.98.130	5
58.216.53.130	5
58.222.72.182	5
58.222.244.226	5
58.240.17.66	5
58.251.255.217	5
59.26.132.170	5
59.36.75.227	5
59.80.22.34	5
59.98.83.57	5
59.110.7.69	5
60.8.73.174	5
60.10.101.222	5
60.166.31.198	5
60.167.165.58	5
60.167.166.161	5
60.167.178.5	5
60.171.135.254	5
60.173.105.206	5
60.188.58.108	5
60.188.243.179	5
60.190.239.92	5
60.199.224.55	5
60.214.128.238	5
61.3.207.184	5
61.23.36.232	5
61.28.144.154	5
61.37.150.6	5
61.50.119.110	5
61.72.55.130	5
61.73.190.98	5
61.79.227.51	5
61.145.136.26	5
61.151.249.194	5
61.153.104.6	5
61.169.54.150	5
61.171.95.18	5
61.171.119.103	5
61.185.190.42	5
61.220.235.10	5
61.222.211.114	5
61.233.4.50	5
62.60.130.75	5
62.60.244.70	5
62.84.179.244	5
62.141.107.204	5
62.173.38.229	5
62.210.125.36	5
64.23.214.73	5
64.62.156.24	5
64.62.156.38	5
64.62.156.80	5
64.62.156.94	5
64.62.156.108	5
64.62.156.142	5
64.62.156.152	5
64.62.156.162	5
64.62.156.172	5
64.62.156.192	5
64.62.156.202	5
64.62.156.222	5
64.62.197.17	5
64.62.197.32	5
64.62.197.47	5
64.62.197.62	5
64.62.197.77	5
64.62.197.92	5
64.62.197.152	5
64.62.197.167	5
64.62.197.182	5
64.62.197.212	5
64.62.197.227	5
64.89.161.182	5
64.186.254.60	5
64.225.103.73	5
64.225.106.223	5
64.225.127.25	5
64.227.89.60	5
64.227.110.161	5
65.20.143.159	5
65.20.157.131	5
65.20.174.63	5
65.20.204.88	5
65.20.205.197	5
65.20.250.93	5
65.38.97.199	5
65.49.1.94	5
65.49.1.108	5
65.49.1.172	5
65.49.1.192	5
65.49.1.212	5
65.49.1.232	5
65.49.20.67	5
65.49.20.69	5
65.108.92.13	5
66.132.172.34	5
66.132.172.35	5
66.132.172.42	5
66.132.172.43	5
66.132.172.46	5
66.132.172.97	5
66.132.172.101	5
66.132.172.104	5
66.132.172.105	5
66.132.172.106	5
66.132.172.107	5
66.132.172.110	5
66.132.172.128	5
66.132.172.130	5
66.132.172.133	5
66.132.172.134	5
66.132.172.135	5
66.132.172.136	5
66.132.172.137	5
66.132.172.140	5
66.132.172.142	5
66.132.172.143	5
66.132.172.178	5
66.132.172.181	5
66.132.172.183	5
66.132.172.184	5
66.132.172.185	5
66.132.172.186	5
66.132.172.190	5
66.132.172.191	5
66.132.172.192	5
66.132.172.193	5
66.132.172.195	5
66.132.172.197	5
66.132.172.199	5
66.132.172.201	5
66.132.172.202	5
66.132.172.207	5
66.132.172.208	5
66.132.172.210	5
66.132.172.211	5
66.132.172.213	5
66.132.172.214	5
66.132.172.216	5
66.132.172.218	5
66.132.172.219	5
66.132.172.220	5
66.132.172.221	5
66.132.172.223	5
66.132.186.161	5
66.132.186.162	5
66.132.186.167	5
66.132.186.169	5
66.132.186.170	5
66.132.186.178	5
66.132.186.181	5
66.132.186.185	5
66.132.186.186	5
66.132.186.190	5
66.132.186.192	5
66.132.186.194	5
66.132.186.195	5
66.132.186.198	5
66.132.186.201	5
66.132.186.203	5
66.132.186.204	5
66.132.186.205	5
66.132.195.31	5
66.132.195.32	5
66.132.195.33	5
66.132.195.34	5
66.132.195.38	5
66.132.195.40	5
66.132.195.41	5
66.132.195.46	5
66.132.195.50	5
66.132.195.54	5
66.132.195.61	5
66.132.195.62	5
66.132.195.63	5
66.132.195.65	5
66.132.195.66	5
66.132.195.71	5
66.132.195.72	5
66.132.195.74	5
66.132.195.75	5
66.132.195.76	5
66.132.195.79	5
66.132.195.81	5
66.132.195.83	5
66.132.195.88	5
66.132.195.92	5
66.132.195.97	5
66.132.195.101	5
66.132.195.106	5
66.132.195.111	5
66.132.195.121	5
66.132.195.124	5
66.132.224.82	5
66.132.224.85	5
66.132.224.86	5
66.132.224.88	5
66.132.224.90	5
66.132.224.92	5
66.132.224.224	5
66.132.224.226	5
66.132.224.227	5
66.132.224.228	5
66.132.224.230	5
66.132.224.231	5
66.132.224.233	5
66.132.224.235	5
66.132.224.236	5
66.132.224.238	5
66.154.119.88	5
66.154.124.165	5
66.240.192.82	5
66.240.192.138	5
66.240.219.146	5
66.253.43.127	5
67.71.54.129	5
67.81.35.26	5
68.178.161.186	5
68.183.41.95	5
68.183.82.56	5
68.183.236.1	5
69.5.0.120	5
69.5.7.176	5
69.6.221.248	5
69.12.83.203	5
69.63.203.129	5
69.164.217.74	5
69.164.217.245	5
70.54.182.130	5
70.65.44.183	5
70.114.116.180	5
71.6.134.231	5
71.6.134.233	5
71.6.134.234	5
71.6.146.185	5
71.6.146.186	5
71.6.165.200	5
71.6.167.142	5
71.6.199.65	5
71.6.199.87	5
71.6.232.23	5
71.12.241.225	5
72.17.34.38	5
72.79.42.117	5
72.146.33.167	5
72.167.227.34	5
72.240.125.133	5
72.253.251.3	5
74.48.84.160	5
74.82.47.3	5
74.87.117.146	5
74.87.117.147	5
74.91.224.229	5
74.95.13.185	5
74.235.104.219	5
74.248.134.192	5
74.249.192.245	5
76.79.213.69	5
76.79.213.70	5
76.132.238.43	5
77.83.39.128	5
77.91.108.143	5
77.105.135.77	5
78.17.40.175	5
78.36.43.218	5
78.42.241.233	5
78.44.192.210	5
78.89.154.59	5
78.100.64.148	5
78.134.49.171	5
78.138.168.46	5
78.153.139.68	5
78.153.151.9	5
78.189.17.35	5
79.3.96.178	5
79.6.181.195	5
79.45.101.239	5
79.116.201.216	5
79.124.40.174	5
79.124.59.130	5
79.168.139.28	5
80.13.153.140	5
80.82.70.133	5
80.87.83.229	5
80.94.92.184	5
80.94.95.242	5
80.102.218.187	5
80.102.218.207	5
81.29.142.100	5
81.30.162.19	5
81.30.212.94	5
81.43.179.244	5
81.57.15.243	5
81.170.248.221	5
81.177.101.45	5
81.192.46.32	5
81.192.46.49	5
81.193.216.17	5
82.22.21.41	5
82.26.151.93	5
82.59.254.254	5
82.64.115.223	5
82.96.156.209	5
82.153.157.220	5
82.153.157.222	5
82.156.38.68	5
82.156.211.131	5
82.208.65.46	5
82.221.139.13	5
83.97.24.41	5
83.111.76.195	5
83.118.24.18	5
83.168.78.82	5
84.51.43.57	5
84.247.148.26	5
85.19.195.12	5
85.24.209.239	5
85.62.117.67	5
85.111.68.99	5
85.152.57.60	5
85.173.245.55	5
85.184.248.187	5
85.217.140.2	5
85.217.140.3	5
85.217.140.4	5
85.217.140.5	5
85.217.140.6	5
85.217.140.7	5
85.217.140.8	5
85.217.140.9	5
85.217.140.10	5
85.217.140.11	5
85.217.140.12	5
85.217.140.13	5
85.217.140.14	5
85.217.140.15	5
85.217.140.16	5
85.217.140.17	5
85.217.140.18	5
85.217.140.19	5
85.217.140.20	5
85.217.140.22	5
85.217.140.23	5
85.217.140.24	5
85.217.140.26	5
85.217.140.27	5
85.217.140.28	5
85.217.140.29	5
85.217.140.30	5
85.217.140.31	5
85.217.140.32	5
85.217.140.33	5
85.217.140.34	5
85.217.140.35	5
85.217.140.36	5
85.217.140.37	5
85.217.140.39	5
85.217.140.40	5
85.217.140.41	5
85.217.140.42	5
85.217.140.43	5
85.217.140.44	5
85.217.140.45	5
85.217.140.46	5
85.217.140.47	5
85.217.140.49	5
85.217.140.50	5
85.217.140.51	5
85.217.140.52	5
85.217.149.3	5
85.217.149.5	5
85.217.149.8	5
85.217.149.9	5
85.217.149.12	5
85.217.149.13	5
85.217.149.15	5
85.217.149.16	5
85.217.149.18	5
85.217.149.20	5
85.217.149.21	5
85.217.149.24	5
85.217.149.25	5
85.217.149.26	5
85.217.149.30	5
85.217.149.32	5
85.217.149.34	5
85.217.149.35	5
85.217.149.38	5
85.217.149.39	5
85.217.149.43	5
85.217.149.45	5
85.217.149.48	5
85.217.149.49	5
85.217.149.50	5
85.217.149.51	5
85.217.149.52	5
85.217.149.53	5
85.217.149.54	5
85.217.149.55	5
85.217.149.56	5
85.217.149.65	5
85.217.149.70	5
85.217.149.71	5
85.217.149.72	5
85.240.193.104	5
86.54.31.32	5
86.54.31.34	5
86.54.42.185	5
86.110.51.47	5
87.103.126.54	5
87.106.35.227	5
87.106.65.126	5
87.106.69.120	5
87.117.32.22	5
87.200.32.245	5
87.236.176.104	5
87.236.176.123	5
87.236.176.159	5
87.236.176.165	5
87.236.176.178	5
87.248.237.138	5
88.255.189.50	5
89.30.235.11	5
89.39.121.13	5
89.44.137.176	5
89.47.53.19	5
89.116.31.97	5
89.117.60.57	5
89.134.210.182	5
89.167.8.145	5
89.167.60.183	5
89.174.231.206	5
89.190.156.106	5
89.190.156.110	5
89.190.156.112	5
89.190.156.114	5
89.190.156.117	5
89.218.69.66	5
89.253.90.113	5
90.150.68.44	5
91.72.153.110	5
91.92.199.36	5
91.92.243.54	5
91.99.103.25	5
91.144.21.210	5
91.186.212.134	5
91.196.152.5	5
91.196.152.17	5
91.196.152.21	5
91.196.152.95	5
91.196.152.106	5
91.196.152.108	5
91.196.152.113	5
91.196.152.114	5
91.196.152.119	5
91.196.152.121	5
91.196.152.207	5
91.205.128.170	5
91.208.75.93	5
91.230.168.2	5
91.230.168.4	5
91.230.168.5	5
91.230.168.6	5
91.230.168.9	5
91.230.168.31	5
91.230.168.32	5
91.230.168.83	5
91.230.168.87	5
91.230.168.88	5
91.230.168.92	5
91.230.168.95	5
91.230.168.137	5
91.230.168.139	5
91.230.168.142	5
91.230.168.143	5
91.230.168.144	5
91.230.168.165	5
91.230.168.187	5
91.230.168.188	5
91.230.168.189	5
91.230.168.191	5
91.230.168.210	5
91.230.168.212	5
91.230.168.214	5
91.230.168.254	5
91.230.168.255	5
91.231.89.3	5
91.231.89.10	5
91.231.89.11	5
91.231.89.40	5
91.231.89.41	5
91.231.89.56	5
91.231.89.64	5
91.231.89.65	5
91.231.89.71	5
91.231.89.72	5
91.231.89.73	5
91.231.89.74	5
91.231.89.77	5
91.231.89.79	5
91.231.89.117	5
91.231.89.131	5
91.231.89.139	5
91.231.89.152	5
91.231.89.156	5
91.231.89.168	5
91.231.89.169	5
91.231.89.171	5
91.231.89.173	5
91.231.89.175	5
91.231.89.178	5
91.231.89.187	5
91.231.89.200	5
91.231.89.215	5
91.231.89.225	5
91.231.89.227	5
91.231.89.231	5
91.231.89.239	5
91.231.89.243	5
91.231.89.244	5
91.231.89.251	5
91.231.89.253	5
91.244.113.178	5
92.31.5.241	5
92.33.193.44	5
92.241.171.90	5
93.48.24.181	5
93.93.202.165	5
94.26.106.201	5
94.35.140.5	5
94.102.49.155	5
94.143.141.37	5
94.143.142.203	5
94.156.221.46	5
94.180.238.116	5
94.183.186.131	5
94.231.206.0	5
94.231.206.133	5
94.231.206.134	5
94.231.206.249	5
94.232.41.236	5
95.24.33.32	5
95.39.82.218	5
95.71.127.158	5
95.85.240.24	5
95.87.248.223	5
95.90.13.168	5
95.164.47.152	5
95.208.74.83	5
95.215.8.165	5
95.231.249.182	5
96.44.170.208	5
97.211.122.224	5
98.81.162.40	5
98.98.171.100	5
99.92.204.97	5
99.243.62.228	5
101.13.5.50	5
101.32.128.193	5
101.32.145.199	5
101.34.75.18	5
101.36.104.242	5
101.36.106.113	5
101.36.106.162	5
101.36.107.233	5
101.36.108.125	5
101.36.108.213	5
101.36.109.176	5
101.36.111.119	5
101.36.117.234	5
101.36.119.184	5
101.36.122.186	5
101.36.124.127	5
101.36.127.212	5
101.47.8.187	5
101.47.17.142	5
101.47.19.10	5
101.47.22.26	5
101.47.135.95	5
101.47.158.54	5
101.47.159.50	5
101.47.159.125	5
101.89.194.56	5
101.91.170.71	5
101.96.195.97	5
101.96.195.199	5
101.126.4.10	5
101.126.22.12	5
101.126.35.9	5
101.126.54.66	5
101.126.54.95	5
101.126.54.167	5
101.126.55.67	5
101.126.64.76	5
101.126.66.30	5
101.126.67.70	5
101.126.67.255	5
101.126.71.100	5
101.126.83.70	5
101.126.85.58	5
101.126.89.144	5
101.126.130.65	5
101.126.130.208	5
101.126.143.178	5
101.126.155.86	5
102.16.67.136	5
102.88.137.213	5
102.208.186.12	5
102.210.148.92	5
102.211.152.138	5
102.211.234.141	5
102.218.89.110	5
102.219.126.124	5
103.1.64.34	5
103.4.145.50	5
103.7.41.117	5
103.7.118.24	5
103.13.19.140	5
103.13.206.100	5
103.13.206.122	5
103.13.206.142	5
103.13.206.154	5
103.13.206.208	5
103.13.207.34	5
103.13.215.219	5
103.19.252.25	5
103.20.122.54	5
103.20.223.56	5
103.23.198.86	5
103.23.198.220	5
103.23.198.244	5
103.23.199.119	5
103.25.47.94	5
103.29.185.162	5
103.31.39.72	5
103.31.39.143	5
103.38.182.49	5
103.38.219.22	5
103.39.226.142	5
103.49.238.22	5
103.49.239.156	5
103.49.239.212	5
103.49.239.252	5
103.52.114.122	5
103.52.114.131	5
103.52.152.101	5
103.56.30.33	5
103.56.163.188	5
103.59.94.117	5
103.61.123.132	5
103.62.152.202	5
103.63.25.153	5
103.63.25.203	5
103.67.78.49	5
103.67.78.217	5
103.67.80.61	5
103.67.152.201	5
103.72.147.77	5
103.72.147.224	5
103.76.120.106	5
103.76.120.139	5
103.76.120.198	5
103.76.120.206	5
103.78.2.212	5
103.80.87.39	5
103.82.21.8	5
103.82.37.34	5
103.82.37.117	5
103.82.92.202	5
103.86.198.162	5
103.86.198.253	5
103.88.76.27	5
103.89.94.39	5
103.91.246.101	5
103.93.37.178	5
103.97.135.244	5
103.100.69.141	5
103.100.209.56	5
103.103.245.7	5
103.105.176.70	5
103.106.188.32	5
103.106.194.74	5
103.113.104.43	5
103.115.41.16	5
103.117.56.152	5
103.119.94.10	5
103.120.227.88	5
103.123.53.88	5
103.134.35.20	5
103.134.154.36	5
103.134.154.79	5
103.139.192.188	5
103.139.193.223	5
103.142.26.46	5
103.143.11.150	5
103.143.72.165	5
103.143.238.100	5
103.143.238.207	5
103.144.2.208	5
103.144.28.85	5
103.145.63.218	5
103.146.159.14	5
103.146.202.174	5
103.153.110.190	5
103.153.190.105	5
103.154.77.48	5
103.154.158.70	5
103.156.204.2	5
103.157.25.4	5
103.158.40.65	5
103.161.170.12	5
103.162.54.10	5
103.164.9.74	5
103.164.81.65	5
103.165.139.145	5
103.166.182.35	5
103.170.173.26	5
103.171.85.42	5
103.171.85.115	5
103.171.85.124	5
103.171.85.186	5
103.172.20.218	5
103.172.204.83	5
103.172.205.139	5
103.172.205.208	5
103.172.236.15	5
103.172.236.241	5
103.173.154.45	5
103.174.114.50	5
103.174.115.91	5
103.175.16.158	5
103.175.206.22	5
103.176.20.115	5
103.176.78.178	5
103.176.79.117	5
103.176.79.137	5
103.176.79.139	5
103.179.24.78	5
103.179.27.94	5
103.179.56.44	5
103.181.143.216	5
103.183.62.2	5
103.183.74.4	5
103.183.74.130	5
103.183.74.187	5
103.183.74.205	5
103.183.74.214	5
103.186.0.22	5
103.186.1.59	5
103.186.139.149	5
103.187.146.72	5
103.187.146.121	5
103.187.147.165	5
103.187.147.214	5
103.187.165.26	5
103.189.208.13	5
103.189.234.57	5
103.189.234.85	5
103.189.235.30	5
103.189.235.93	5
103.189.235.176	5
103.191.14.210	5
103.191.92.65	5
103.191.92.236	5
103.192.38.245	5
103.193.178.248	5
103.194.243.196	5
103.199.203.67	5
103.200.22.162	5
103.200.25.79	5
103.203.57.2	5
103.205.241.245	5
103.209.43.208	5
103.210.21.178	5
103.210.21.242	5
103.210.22.17	5
103.210.236.124	5
103.211.217.182	5
103.211.219.58	5
103.213.238.91	5
103.215.80.68	5
103.215.80.173	5
103.218.241.179	5
103.218.241.245	5
103.218.242.31	5
103.226.138.52	5
103.226.139.7	5
103.226.139.139	5
103.227.255.141	5
103.229.125.106	5
103.233.206.154	5
103.234.53.173	5
103.239.252.132	5
103.241.43.193	5
103.249.84.18	5
103.249.84.242	5
103.250.10.42	5
103.250.11.118	5
103.250.11.156	5
103.251.143.14	5
104.28.233.73	5
104.152.52.68	5
104.152.52.130	5
104.152.52.140	5
104.152.52.146	5
104.152.52.204	5
104.168.99.194	5
104.208.108.166	5
104.218.166.62	5
104.223.62.198	5
104.244.74.84	5
104.248.150.45	5
104.248.232.41	5
104.253.74.50	5
105.96.13.6	5
105.247.69.196	5
106.12.18.199	5
106.12.43.166	5
106.12.46.206	5
106.12.69.68	5
106.12.76.223	5
106.12.108.64	5
106.12.149.123	5
106.12.152.131	5
106.12.157.104	5
106.12.161.149	5
106.12.240.38	5
106.12.241.195	5
106.13.37.197	5
106.13.39.89	5
106.13.44.253	5
106.13.64.124	5
106.13.69.159	5
106.13.70.73	5
106.13.100.52	5
106.13.114.161	5
106.13.135.26	5
106.13.139.165	5
106.13.165.101	5
106.13.174.45	5
106.13.181.42	5
106.13.228.40	5
106.37.72.234	5
106.38.195.164	5
106.58.166.77	5
106.58.173.254	5
106.75.77.231	5
106.75.88.44	5
106.75.222.86	5
106.75.222.164	5
106.75.239.166	5
106.80.183.48	5
106.248.238.187	5
106.251.244.178	5
106.252.57.21	5
107.135.117.245	5
107.150.103.210	5
107.150.119.24	5
107.152.39.17	5
107.172.128.153	5
107.172.252.231	5
107.173.37.94	5
107.173.127.173	5
107.173.182.172	5
107.173.248.142	5
107.175.83.231	5
107.189.30.86	5
109.91.4.177	5
109.105.209.2	5
109.105.209.12	5
109.105.209.18	5
109.105.209.35	5
109.105.210.53	5
109.105.210.57	5
109.105.210.58	5
109.105.210.60	5
109.105.210.63	5
109.105.210.64	5
109.105.210.79	5
109.195.108.173	5
109.206.241.199	5
110.14.190.217	5
110.39.9.140	5
110.53.68.28	5
110.72.242.164	5
110.77.137.236	5
110.166.67.189	5
110.166.73.238	5
110.166.87.119	5
111.17.199.57	5
111.19.212.140	5
111.26.95.122	5
111.30.42.43	5
111.39.174.175	5
111.47.243.219	5
111.68.98.152	5
111.70.23.235	5
111.70.23.250	5
111.70.32.11	5
111.119.220.217	5
111.170.153.236	5
112.28.73.142	5
112.30.127.9	5
112.78.10.55	5
112.91.141.244	5
112.216.108.62	5
112.217.188.122	5
112.219.104.42	5
112.221.175.214	5
113.11.34.221	5
113.31.103.129	5
113.31.107.103	5
113.108.63.207	5
113.108.88.121	5
113.125.165.132	5
113.137.40.250	5
113.215.47.156	5
113.249.114.46	5
113.250.184.183	5
114.8.146.58	5
114.10.47.178	5
114.34.106.146	5
114.67.249.7	5
114.98.230.202	5
114.130.85.36	5
114.132.252.247	5
114.216.2.84	5
114.217.149.27	5
114.220.75.156	5
114.220.176.69	5
114.220.238.30	5
114.254.2.251	5
115.21.72.248	5
115.68.208.117	5
115.68.226.124	5
115.71.236.253	5
115.77.111.2	5
115.120.88.46	5
115.151.72.155	5
115.160.79.71	5
115.178.75.243	5
115.190.13.99	5
115.190.14.210	5
115.190.24.136	5
115.190.26.243	5
115.190.34.136	5
115.190.44.190	5
115.190.51.71	5
115.190.56.152	5
115.190.64.245	5
115.190.74.101	5
115.190.92.70	5
115.190.113.93	5
115.190.132.106	5
115.190.159.160	5
115.190.160.80	5
115.190.166.75	5
115.190.172.63	5
115.190.188.197	5
115.190.216.185	5
115.190.229.144	5
115.190.240.175	5
115.190.241.219	5
115.191.14.114	5
115.191.15.226	5
115.191.22.111	5
115.191.27.59	5
115.191.28.64	5
115.191.64.182	5
115.191.66.84	5
115.191.76.115	5
115.230.187.234	5
115.239.224.92	5
115.241.228.34	5
116.48.143.166	5
116.55.245.26	5
116.59.10.205	5
116.63.205.218	5
116.71.136.125	5
116.104.50.190	5
116.109.110.164	5
116.110.10.47	5
116.110.23.91	5
116.110.150.47	5
116.114.84.246	5
116.114.94.242	5
116.140.211.102	5
116.176.58.23	5
116.176.58.252	5
116.176.61.91	5
116.177.174.231	5
116.193.190.100	5
116.193.191.46	5
116.193.191.104	5
116.193.191.169	5
116.255.159.152	5
117.33.242.180	5
117.50.51.119	5
117.50.51.198	5
117.50.73.90	5
117.57.205.36	5
117.62.22.127	5
117.62.203.160	5
117.72.156.151	5
117.80.226.93	5
117.91.186.55	5
117.128.86.100	5
117.132.5.139	5
117.133.35.58	5
117.159.39.226	5
117.159.174.136	5
117.164.191.217	5
117.207.221.30	5
117.211.15.106	5
117.216.143.31	5
117.232.85.78	5
118.26.36.195	5
118.26.36.248	5
118.26.37.217	5
118.37.92.184	5
118.45.101.159	5
118.91.162.146	5
118.99.80.29	5
118.99.102.20	5
118.114.13.151	5
118.122.147.49	5
118.122.147.195	5
118.127.40.41	5
118.145.66.151	5
118.145.106.196	5
118.145.114.107	5
118.145.116.6	5
118.145.233.177	5
118.145.235.54	5
118.145.235.60	5
118.145.236.40	5
118.145.246.225	5
118.163.132.211	5
118.163.132.212	5
118.186.3.158	5
118.186.7.9	5
118.186.7.10	5
118.186.208.20	5
118.193.33.81	5
118.193.33.128	5
118.193.33.228	5
118.193.36.63	5
118.193.36.107	5
118.193.36.245	5
118.193.37.79	5
118.193.39.127	5
118.193.44.169	5
118.193.47.155	5
118.193.56.235	5
118.193.57.218	5
118.193.59.142	5
118.193.61.170	5
118.194.234.8	5
118.194.250.127	5
118.194.250.245	5
118.194.251.75	5
118.194.251.101	5
118.194.251.141	5
118.194.251.144	5
118.196.30.45	5
118.196.73.14	5
118.196.116.168	5
118.219.234.233	5
118.219.239.123	5
119.18.55.118	5
119.36.193.139	5
119.92.70.82	5
119.96.158.87	5
119.96.193.72	5
119.160.166.237	5
119.167.206.194	5
119.195.90.48	5
119.198.156.147	5
119.200.229.33	5
119.203.109.69	5
119.203.251.187	5
119.209.12.20	5
119.246.15.94	5
119.255.245.44	5
120.46.208.90	5
120.46.223.62	5
120.48.11.36	5
120.48.25.219	5
120.48.28.60	5
120.48.36.106	5
120.48.39.73	5
120.48.42.17	5
120.48.54.130	5
120.48.60.44	5
120.48.76.190	5
120.48.80.70	5
120.48.82.124	5
120.48.86.59	5
120.48.87.166	5
120.48.104.37	5
120.48.106.205	5
120.48.111.113	5
120.48.136.125	5
120.48.139.244	5
120.48.140.232	5
120.48.145.32	5
120.48.147.111	5
120.48.153.92	5
120.48.168.33	5
120.48.175.69	5
120.52.12.202	5
120.71.149.30	5
120.234.195.41	5
120.240.95.27	5
120.241.79.66	5
121.15.140.235	5
121.29.4.74	5
121.29.4.85	5
121.29.4.103	5
121.141.219.98	5
121.142.87.218	5
121.153.60.137	5
121.164.135.251	5
121.168.139.251	5
121.179.119.204	5
121.186.151.123	5
121.204.179.231	5
121.204.251.183	5
121.224.5.228	5
121.224.115.232	5
121.227.152.171	5
121.229.9.97	5
121.229.9.110	5
121.229.25.10	5
121.229.27.155	5
121.237.11.223	5
122.13.25.186	5
122.35.192.61	5
122.53.133.167	5
122.114.8.57	5
122.114.113.177	5
122.114.225.154	5
122.114.241.136	5
122.166.253.226	5
122.172.241.239	5
122.175.18.126	5
122.176.122.24	5
122.252.246.1	5
123.48.142.249	5
123.53.57.111	5
123.58.213.117	5
123.58.213.118	5
123.58.213.127	5
123.58.213.128	5
123.58.215.196	5
123.58.219.3	5
123.59.7.18	5
123.60.136.40	5
123.117.152.245	5
123.139.116.220	5
123.156.230.101	5
123.187.241.160	5
124.7.227.98	5
124.70.97.100	5
124.70.107.30	5
124.71.18.4	5
124.109.2.211	5
124.152.76.85	5
124.152.90.68	5
124.155.125.131	5
124.226.216.189	5
124.236.76.72	5
124.251.110.186	5
125.19.160.206	5
125.19.183.114	5
125.23.203.114	5
125.35.109.214	5
125.75.110.72	5
125.77.133.94	5
125.88.225.11	5
125.91.33.72	5
125.94.106.195	5
125.124.92.11	5
125.124.175.173	5
125.124.183.254	5
125.138.175.113	5
125.139.124.120	5
125.142.37.91	5
125.247.116.158	5
128.1.38.169	5
128.1.44.162	5
128.1.131.163	5
128.1.132.137	5
128.1.163.95	5
128.1.164.219	5
